Tick,Alive
0,135443893
1,227359017
2,289773920
3,337230318
4,363182987
5,378307759
6,385902133
7,388965887
8,390512732
9,392021358
10,392726398
11,392070287
12,392539140
13,392759459
14,392981723
15,392696813
16,392397642
17,392205006
18,392471860
19,391734236
20,392656078
21,393016408
22,393251735
23,392408129
24,393000176
25,392865094
26,392215661
27,393260135
28,392536556
29,392993441
30,393121194
31,393160660
32,392939191
33,392254853
34,392755211
35,393013200
36,392300840
37,392584703
38,392198728
39,392651622
40,392411948
41,393265402
42,392698033
43,391924365
44,392488708
45,392714795
46,392260740
47,391717497
48,392554581
49,392383356
50,392180858
51,392812433
52,392445419
53,393618662
54,393104018
55,392689793
56,392602037
57,393037034
58,393111269
59,392657487
60,392825098
61,392702507
62,392463041
63,392724739
64,392322282
65,392045277
66,392046879
67,393564288
68,392703129
69,392739496
70,392455837
71,393623941
72,392996136
73,393511387
74,392966315
75,391926262
76,392189523
77,392317611
78,392090935
79,392669091
80,392540292
81,392261129
82,392453660
83,392012444
84,392189261
85,391320035
86,392427370
87,392861944
88,392719472
89,392661864
90,392408238
91,392178653
92,392524035
93,392768560
94,392552796
95,391498651
96,392512590
97,391989841
98,391824864
99,392436174
100,392809522
101,392710964
102,392526617
103,391961761
104,392740199
105,391903306
106,392386267
107,392778416
108,392042987
109,392266593
110,393201659
111,392691087
112,392469098
113,392691808
114,393802232
115,393382403
116,393452075
117,392517541
118,392601828
119,392664113
120,392406795
121,391630013
122,392644817
123,392401398
124,393297510
125,391608559
126,392784919
127,392809687
128,391745917
129,392299800
130,392283097
131,392337277
132,391282888
133,392397679
134,393294920
135,392718592
136,393096801
137,392178450
138,391577231
139,392282022
140,392554939
141,392265686
142,392023604
143,392942736
144,392696133
145,392350003
146,392690950
147,392498887
148,392218305
149,392491586
150,392516874
151,391276922
152,392668797
153,392203799
154,391872411
155,392439962
156,392745311
157,392192258
158,392438614
159,392320082
160,393252874
161,392512375
162,392758340
163,392222262
164,392547471
165,392489920
166,393112382
167,393061681
168,392304736
169,392531568
170,392833790
171,392548743
172,393003366
173,392349282
174,392327509
175,392083522
176,392458343
177,392359434
178,392345992
179,392831460
180,392510643
181,392645308
182,393086918
183,392388485
184,392158382
185,392539234
186,391987439
187,392457056
188,392925036
189,392818141
190,393086665
191,393295521
192,391937441
193,392611466
194,392411227
195,392748318
196,391595096
197,391961498
198,392571478
199,393186588
200,393679069
201,393081754
202,392847693
203,392264463
204,392182718
205,391968686
206,392795056
207,391810740
208,393286375
209,393220311
210,393007249
211,390888107
212,392330688
213,392695583
214,392335001
215,392141387
216,393086678
217,393707495
218,393415642
219,392867769
220,393182134
221,393019175
222,392480865
223,392912871
224,392777177
225,391883084
226,391723800
227,392169759
228,392093487
229,393291499
230,392729442
231,393480874
232,393048159
233,392365361
234,392579986
235,393077366
236,392828095
237,392471204
238,393414079
239,392312799
240,392405460
241,393157045
242,391912081
243,392338952
244,392963190
245,392665144
246,391921867
247,392702931
248,392919484
249,393984538
250,393429162
251,391272523
252,392883074
253,392855879
254,392129940
255,392751961
