Tick,Alive
0,135443893
1,227359015
2,289773921
3,337230324
4,363182976
5,378307774
6,385902115
7,388965879
8,390512745
9,392021340
10,392726399
11,392070273
12,392539161
13,392759499
14,392981735
15,392696820
16,392397595
17,392204959
18,392471872
19,391734240
20,392655987
21,393016396
22,393251724
23,392408206
24,393000039
25,392865085
26,392215461
27,393260046
28,392536610
29,392993394
30,393121187
31,393160625
32,392939070
33,392254946
34,392755459
35,393013257
36,392300838
37,392584610
38,392198657
39,392651646
40,392412038
41,393265265
42,392698083
43,391924378
44,392488572
45,392714690
46,392260688
47,391717403
48,392554575
49,392383467
50,392180851
51,392812517
52,392445346
53,393618724
54,393104023
55,392689627
56,392602140
57,393037151
58,393111343
59,392657383
60,392825129
61,392702695
62,392462890
63,392724903
64,392322334
65,392045188
66,392046954
67,393564122
68,392703376
69,392739914
70,392456360
71,393623729
72,392996392
73,393511778
74,392966160
75,391926024
76,392189653
77,392317922
78,392091263
79,392669381
80,392540532
81,392261634
82,392453692
83,392012526
84,392189275
85,391319821
86,392427211
87,392861916
88,392719443
89,392661734
90,392407905
91,392179106
92,392524649
93,392768427
94,392552517
95,391498482
96,392512506
97,391990343
98,391824815
99,392436495
100,392809320
101,392711069
102,392527404
103,391961348
104,392739971
105,391903735
106,392386123
107,392778287
108,392042411
109,392266778
110,393201979
111,392691030
112,392468923
113,392692218
114,393802724
115,393382011
116,393452822
117,392517286
118,392602440
119,392663529
120,392406926
121,391630137
122,392645644
123,392401555
124,393296809
125,391607984
126,392784217
127,392810013
128,391746230
129,392299399
130,392283000
131,392335981
132,391282816
133,392398210
134,393294754
135,392719024
136,393095798
137,392177888
138,391576471
139,392281249
140,392555257
141,392265474
142,392023761
143,392942513
144,392695832
145,392350844
146,392689966
147,392498419
148,392217686
149,392491506
150,392517739
151,391277303
152,392668079
153,392202899
154,391872609
155,392439634
156,392746801
157,392193268
158,392438561
159,392321626
160,393253772
161,392512277
162,392759178
163,392222188
164,392546582
165,392488969
166,393111971
167,393061458
168,392305314
169,392532194
170,392833887
171,392549268
172,393003827
173,392349804
174,392328944
175,392083768
176,392458361
177,392360626
178,392345595
179,392831792
180,392511091
181,392645382
182,393087151
183,392389074
184,392158474
185,392539471
186,391986811
187,392457679
188,392926252
189,392819139
190,393086793
191,393297355
192,391937333
193,392610252
194,392412402
195,392750802
196,391596016
197,391962677
198,392571314
199,393186367
200,393678421
201,393082066
202,392847831
203,392265818
204,392182099
205,391967861
206,392793348
207,391811104
208,393287736
209,393219084
210,393006608
211,390887756
212,392330336
213,392695257
214,392335185
215,392142147
216,393087365
217,393706626
218,393415875
219,392869143
220,393182885
221,393016541
222,392482578
223,392911954
224,392776844
225,391881415
226,391725731
227,392168797
228,392094793
229,393289914
230,392729833
231,393481285
232,393047907
233,392367168
234,392580358
235,393077065
236,392828954
237,392470292
238,393415807
239,392314940
240,392405742
241,393156717
242,391911999
243,392339125
244,392962287
245,392663394
246,391920609
247,392701703
248,392920008
249,393983516
250,393427179
251,391270086
252,392881674
253,392855549
254,392129297
255,392752244
